"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"A522" "A52.2 Asymptomatic neurosyphilis" "A522" "A52.2 Asymptomatic neurosyphilis"
"A523" "A52.3 Neurosyphilis, unspecified" "A523" "A52.3 Neurosyphilis, unspecified"
"A527" "A52.7 Other symptomatic late syphilis" "A527" "A52.7 Other symptomatic late syphilis"
"A528" "A52.8 Late syphilis, latent" "A528" "A52.8 Late syphilis, latent"
"A529" "A52.9 Late syphilis, unspecified" "A529" "A52.9 Late syphilis, unspecified"
"A53" "A53 Other and unspecified syphilis" "A53" "A53 Other and unspecified syphilis"
"A530" "A53.0 Latent syphilis, unspecified as early or late" "A530" "A53.0 Latent syphilis, unspecified as early or late"
"A539" "A53.9 Syphilis, unspecified" "A539" "A53.9 Syphilis, unspecified"
"A54" "A54 Gonococcal infection" "A54" "A54 Gonococcal infection"
"A540" "A54.0 Gonococcal infection of lower genito-urinary tract without periurethral or accessory gland abscess" "A540" "A54.0 Gonococcal infection of lower genito-urinary tract without periurethral or accessory gland abscess"
"A541" "A54.1 Gonococcal infection of lower genito-urinary tract with periurethral and accessory gland abscess" "A541" "A54.1 Gonococcal infection of lower genito-urinary tract with periurethral and accessory gland abscess"
"A542" "A54.2 Gonococcal pelviperitonitis and other gonococcal genito-urinary infections" "A542" "A54.2 Gonococcal pelviperitonitis and other gonococcal genito-urinary infections"
"A543" "A54.3 Gonococcal infection of eye" "A543" "A54.3 Gonococcal infection of eye"
"A544" "A54.4 Gonococcal infection of musculoskeletal system" "A544" "A54.4 Gonococcal infection of musculoskeletal system"
"A545" "A54.5 Gonococcal pharyngitis" "A545" "A54.5 Gonococcal pharyngitis"
"A546" "A54.6 Gonococcal infection of anus and rectum" "A546" "A54.6 Gonococcal infection of anus and rectum"
"A548" "A54.8 Other gonococcal infections" "A548" "A54.8 Other gonococcal infections"
"A549" "A54.9 Gonococcal infection, unspecified" "A549" "A54.9 Gonococcal infection, unspecified"
"A55" "A55 Chlamydial lymphogranuloma (venereum)" "A55" "A55 Chlamydial lymphogranuloma (venereum)"
"A56" "A56 Other sexually transmitted chlamydial diseases" "A56" "A56 Other sexually transmitted chlamydial diseases"
"A560" "A56.0 Chlamydial infection of lower genito-urinary tract" "A560" "A56.0 Chlamydial infection of lower genito-urinary tract"
"A561" "A56.1 Chlamydial infection of pelviperitoneum and other genito-urinary organs" "A561" "A56.1 Chlamydial infection of pelviperitoneum and other genito-urinary organs"
"A562" "A56.2 Chlamydial infection of genito-urinary tract, unspecified" "A562" "A56.2 Chlamydial infection of genito-urinary tract, unspecified"
"A563" "A56.3 Chlamydial infection of anus and rectum" "A563" "A56.3 Chlamydial infection of anus and rectum"
"A564" "A56.4 Chlamydial infection of pharynx" "A564" "A56.4 Chlamydial infection of pharynx"
"A568" "A56.8 Sexually transmitted chlamydial infection of other sites" "A568" "A56.8 Sexually transmitted chlamydial infection of other sites"
"A57" "A57 Chancroid" "A57" "A57 Chancroid"
"A58" "A58 Granuloma inguinale" "A58" "A58 Granuloma inguinale"
"A59" "A59 Trichomoniasis" "A59" "A59 Trichomoniasis"
"A590" "A59.0 Urogenital trichomoniasis" "A590" "A59.0 Urogenital trichomoniasis"
"A598" "A59.8 Trichomoniasis of other sites" "A598" "A59.8 Trichomoniasis of other sites"
"A599" "A59.9 Trichomoniasis, unspecified" "A599" "A59.9 Trichomoniasis, unspecified"
"A60" "A60 Anogenital herpesviral [herpes simplex] infections" "A60" "A60 Anogenital herpesviral [herpes simplex] infections"
"A600" "A60.0 Herpesviral infection of genitalia and urogenital tract" "A600" "A60.0 Herpesviral infection of genitalia and urogenital tract"
"A601" "A60.1 Herpesviral infection of perianal skin and rectum" "A601" "A60.1 Herpesviral infection of perianal skin and rectum"
"A609" "A60.9 Anogenital herpesviral infection, unspecified" "A609" "A60.9 Anogenital herpesviral infection, unspecified"
"A63" "A63 Other predominantly sexually transmitted diseases, not elsewhere classified" "A63" "A63 Other predominantly sexually transmitted diseases, not elsewhere classified"
"A630" "A63.0 Anogenital (venereal) warts" "A630" "A63.0 Anogenital (venereal) warts"
"A638" "A63.8 Other specified predominantly sexually transmitted diseases" "A638" "A63.8 Other specified predominantly sexually transmitted diseases"
"A64" "A64 Unspecified sexually transmitted disease" "A64" "A64 Unspecified sexually transmitted disease"
"A65" "A65 Non-venereal syphilis" "A65" "A65 Non-venereal syphilis"
"A66" "A66 Yaws" "A66" "A66 Yaws"
"A660" "A66.0 Initial lesions of yaws" "A660" "A66.0 Initial lesions of yaws"
"A661" "A66.1 Multiple papillomata and wet crab yaws" "A661" "A66.1 Multiple papillomata and wet crab yaws"
"A662" "A66.2 Other early skin lesions of yaws" "A662" "A66.2 Other early skin lesions of yaws"
"A663" "A66.3 Hyperkeratosis of yaws" "A663" "A66.3 Hyperkeratosis of yaws"
"A664" "A66.4 Gummata and ulcers of yaws" "A664" "A66.4 Gummata and ulcers of yaws"
"A665" "A66.5 Gangosa" "A665" "A66.5 Gangosa"
"A666" "A66.6 Bone and joint lesions of yaws" "A666" "A66.6 Bone and joint lesions of yaws"
"A667" "A66.7 Other manifestations of yaws" "A667" "A66.7 Other manifestations of yaws"
"A668" "A66.8 Latent yaws" "A668" "A66.8 Latent yaws"
"A669" "A66.9 Yaws, unspecified" "A669" "A66.9 Yaws, unspecified"
"A67" "A67 Pinta [carate]" "A67" "A67 Pinta [carate]"
"A670" "A67.0 Primary lesions of pinta" "A670" "A67.0 Primary lesions of pinta"
"A671" "A67.1 Intermediate lesions of pinta" "A671" "A67.1 Intermediate lesions of pinta"
"A672" "A67.2 Late lesions of pinta" "A672" "A67.2 Late lesions of pinta"
"A673" "A67.3 Mixed lesions of pinta" "A673" "A67.3 Mixed lesions of pinta"
"A679" "A67.9 Pinta, unspecified" "A679" "A67.9 Pinta, unspecified"
"A68" "A68 Relapsing fevers" "A68" "A68 Relapsing fevers"
"A680" "A68.0 Louse-borne relapsing fever" "A680" "A68.0 Louse-borne relapsing fever"
"A681" "A68.1 Tick-borne relapsing fever" "A681" "A68.1 Tick-borne relapsing fever"
"A689" "A68.9 Relapsing fever, unspecified" "A689" "A68.9 Relapsing fever, unspecified"
"A69" "A69 Other spirochaetal infections" "A69" "A69 Other spirochaetal infections"
"A690" "A69.0 Necrotising ulcerative stomatitis" "A690" "A69.0 Necrotising ulcerative stomatitis"
"A691" "A69.1 Other Vincent's infections" "A691" "A69.1 Other Vincent's infections"
"A692" "A69.2 Lyme disease" "A692" "A69.2 Lyme disease"
"A698" "A69.8 Other specified spirochaetal infections" "A698" "A69.8 Other specified spirochaetal infections"
"A699" "A69.9 Spirochaetal infection, unspecified" "A699" "A69.9 Spirochaetal infection, unspecified"
"A70" "A70 Chlamydia psittaci infection" "A70" "A70 Chlamydia psittaci infection"
"A71" "A71 Trachoma" "A71" "A71 Trachoma"
"A710" "A71.0 Initial stage of trachoma" "A710" "A71.0 Initial stage of trachoma"
"A711" "A71.1 Active stage of trachoma" "A711" "A71.1 Active stage of trachoma"
"A719" "A71.9 Trachoma, unspecified" "A719" "A71.9 Trachoma, unspecified"
"A74" "A74 Other diseases caused by chlamydiae" "A74" "A74 Other diseases caused by chlamydiae"
"A740" "A74.0 Chlamydial conjunctivitis" "A740" "A74.0 Chlamydial conjunctivitis"
"A748" "A74.8 Other chlamydial diseases" "A748" "A74.8 Other chlamydial diseases"
"A749" "A74.9 Chlamydial infection, unspecified" "A749" "A74.9 Chlamydial infection, unspecified"
"A75" "A75 Typhus fever" "A75" "A75 Typhus fever"
"A750" "A75.0 Epidemic louse-borne typhus fever due to Rickettsia prowazekii" "A750" "A75.0 Epidemic louse-borne typhus fever due to Rickettsia prowazekii"
"A751" "A75.1 Recrudescent typhus [Brill's disease]" "A751" "A75.1 Recrudescent typhus [Brill's disease]"
"A752" "A75.2 Typhus fever due to Rickettsia typhi" "A752" "A75.2 Typhus fever due to Rickettsia typhi"
"A753" "A75.3 Typhus fever due to Rickettsia tsutsugamushi" "A753" "A75.3 Typhus fever due to Rickettsia tsutsugamushi"
"A759" "A75.9 Typhus fever, unspecified" "A759" "A75.9 Typhus fever, unspecified"
"A77" "A77 Spotted fever [tick-borne rickettsioses]" "A77" "A77 Spotted fever [tick-borne rickettsioses]"
"A770" "A77.0 Spotted fever due to Rickettsia rickettsii" "A770" "A77.0 Spotted fever due to Rickettsia rickettsii"
"A771" "A77.1 Spotted fever due to Rickettsia conorii" "A771" "A77.1 Spotted fever due to Rickettsia conorii"
"A772" "A77.2 Spotted fever due to Rickettsia siberica" "A772" "A77.2 Spotted fever due to Rickettsia siberica"
"A773" "A77.3 Spotted fever due to Rickettsia australis" "A773" "A77.3 Spotted fever due to Rickettsia australis"
"A778" "A77.8 Other spotted fevers" "A778" "A77.8 Other spotted fevers"
"A779" "A77.9 Spotted fever, unspecified" "A779" "A77.9 Spotted fever, unspecified"
"A78" "A78 Q fever" "A78" "A78 Q fever"
"A79" "A79 Other rickettsioses" "A79" "A79 Other rickettsioses"
"A790" "A79.0 Trench fever" "A790" "A79.0 Trench fever"
"A791" "A79.1 Rickettsialpox due to Rickettsia akari" "A791" "A79.1 Rickettsialpox due to Rickettsia akari"
"A798" "A79.8 Other specified rickettsioses" "A798" "A79.8 Other specified rickettsioses"
"A799" "A79.9 Rickettsiosis, unspecified" "A799" "A79.9 Rickettsiosis, unspecified"
"A80" "A80 Acute poliomyelitis" "A80" "A80 Acute poliomyelitis"
"A800" "A80.0 Acute paralytic poliomyelitis, vaccine-associated" "A800" "A80.0 Acute paralytic poliomyelitis, vaccine-associated"
"A801" "A80.1 Acute paralytic poliomyelitis, wild virus, imported" "A801" "A80.1 Acute paralytic poliomyelitis, wild virus, imported"
"A802" "A80.2 Acute paralytic poliomyelitis, wild virus, indigenous" "A802" "A80.2 Acute paralytic poliomyelitis, wild virus, indigenous"
"A803" "A80.3 Acute paralytic poliomyelitis, other and unspecified" "A803" "A80.3 Acute paralytic poliomyelitis, other and unspecified"
"A804" "A80.4 Acute nonparalytic poliomyelitis" "A804" "A80.4 Acute nonparalytic poliomyelitis"
"A809" "A80.9 Acute poliomyelitis, unspecified" "A809" "A80.9 Acute poliomyelitis, unspecified"
"A81" "A81 Atypical virus infections of central nervous system" "A81" "A81 Atypical virus infections of central nervous system"
"A810" "A81.0 Creutzfeldt-Jakob disease" "A810" "A81.0 Creutzfeldt-Jakob disease"
"A811" "A81.1 Subacute sclerosing panencephalitis" "A811" "A81.1 Subacute sclerosing panencephalitis"
"A812" "A81.2 Progressive multifocal leukoencephalopathy" "A812" "A81.2 Progressive multifocal leukoencephalopathy"
"A818" "A81.8 Other atypical virus infections of central nervous system" "A818" "A81.8 Other atypical virus infections of central nervous system"
"A819" "A81.9 Atypical virus infection of central nervous system, unspecified" "A819" "A81.9 Atypical virus infection of central nervous system, unspecified"
"A82" "A82 Rabies" "A82" "A82 Rabies"
"A820" "A82.0 Sylvatic rabies" "A820" "A82.0 Sylvatic rabies"
"A821" "A82.1 Urban rabies" "A821" "A82.1 Urban rabies"
"A829" "A82.9 Rabies, unspecified" "A829" "A82.9 Rabies, unspecified"
"A83" "A83 Mosquito-borne viral encephalitis" "A83" "A83 Mosquito-borne viral encephalitis"
"A830" "A83.0 Japanese encephalitis" "A830" "A83.0 Japanese encephalitis"
"A831" "A83.1 Western equine encephalitis" "A831" "A83.1 Western equine encephalitis"
"A832" "A83.2 Eastern equine encephalitis" "A832" "A83.2 Eastern equine encephalitis"
"A833" "A83.3 St. Louis encephalitis" "A833" "A83.3 St. Louis encephalitis"
"A834" "A83.4 Australian encephalitis" "A834" "A83.4 Australian encephalitis"
"A835" "A83.5 California encephalitis" "A835" "A83.5 California encephalitis"
"A836" "A83.6 Rocio virus disease" "A836" "A83.6 Rocio virus disease"
"A838" "A83.8 Other mosquito-borne viral encephalitis" "A838" "A83.8 Other mosquito-borne viral encephalitis"
"A839" "A83.9 Mosquito-borne viral encephalitis, unspecified" "A839" "A83.9 Mosquito-borne viral encephalitis, unspecified"
"A84" "A84 Tick-borne viral encephalitis" "A84" "A84 Tick-borne viral encephalitis"
"A840" "A84.0 Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]" "A840" "A84.0 Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]"
"A841" "A84.1 Central European tick-borne encephalitis" "A841" "A84.1 Central European tick-borne encephalitis"
"A848" "A84.8 Other tick-borne viral encephalitis" "A848" "A84.8 Other tick-borne viral encephalitis"
"A849" "A84.9 Tick-borne viral encephalitis, unspecified" "A849" "A84.9 Tick-borne viral encephalitis, unspecified"
"A85" "A85 Other viral encephalitis, not elsewhere classified" "A85" "A85 Other viral encephalitis, not elsewhere classified"
"A850" "A85.0 Enteroviral encephalitis" "A850" "A85.0 Enteroviral encephalitis"
"A851" "A85.1 Adenoviral encephalitis" "A851" "A85.1 Adenoviral encephalitis"
"A852" "A85.2 Arthropod-borne viral encephalitis, unspecified" "A852" "A85.2 Arthropod-borne viral encephalitis, unspecified"
"A858" "A85.8 Other specified viral encephalitis" "A858" "A85.8 Other specified viral encephalitis"
"A86" "A86 Unspecified viral encephalitis" "A86" "A86 Unspecified viral encephalitis"
"A87" "A87 Viral meningitis" "A87" "A87 Viral meningitis"
"A870" "A87.0 Enteroviral meningitis" "A870" "A87.0 Enteroviral meningitis"
"A871" "A87.1 Adenoviral meningitis" "A871" "A87.1 Adenoviral meningitis"
"A872" "A87.2 Lymphocytic choriomeningitis" "A872" "A87.2 Lymphocytic choriomeningitis"
"A878" "A87.8 Other viral meningitis" "A878" "A87.8 Other viral meningitis"
"A879" "A87.9 Viral meningitis, unspecified" "A879" "A87.9 Viral meningitis, unspecified"
"A88" "A88 Other viral infections of central nervous system, not elsewhere classified" "A88" "A88 Other viral infections of central nervous system, not elsewhere classified"
"A880" "A88.0 Enteroviral exanthematous fever [Boston exanthem]" "A880" "A88.0 Enteroviral exanthematous fever [Boston exanthem]"
"A881" "A88.1 Epidemic vertigo" "A881" "A88.1 Epidemic vertigo"
"A888" "A88.8 Other specified viral infections of central nervous system" "A888" "A88.8 Other specified viral infections of central nervous system"
"A89" "A89 Unspecified viral infection of central nervous system" "A89" "A89 Unspecified viral infection of central nervous system"
"A90" "A90 Dengue fever [classical dengue]" "A90" "A90 Dengue fever [classical dengue]"
"A91" "A91 Dengue haemorrhagic fever" "A91" "A91 Dengue haemorrhagic fever"
"A92" "A92 Other mosquito-borne viral fevers" "A92" "A92 Other mosquito-borne viral fevers"
"A920" "A92.0 Chikungunya virus disease" "A920" "A92.0 Chikungunya virus disease"
"A921" "A92.1 O'nyong-nyong fever" "A921" "A92.1 O'nyong-nyong fever"
"A922" "A92.2 Venezuelan equine fever" "A922" "A92.2 Venezuelan equine fever"
"A923" "A92.3 West Nile fever" "A923" "A92.3 West Nile fever"
"A924" "A92.4 Rift Valley fever" "A924" "A92.4 Rift Valley fever"
"A925" "A92.5 Zika virus disease" "A925" "A92.5 Zika virus disease"
"A928" "A92.8 Other specified mosquito-borne viral fevers" "A928" "A92.8 Other specified mosquito-borne viral fevers"
"A929" "A92.9 Mosquito-borne viral fever, unspecified" "A929" "A92.9 Mosquito-borne viral fever, unspecified"
"A93" "A93 Other arthropod-borne viral fevers, not elsewhere classified" "A93" "A93 Other arthropod-borne viral fevers, not elsewhere classified"
"A930" "A93.0 Oropouche virus disease" "A930" "A93.0 Oropouche virus disease"
"A931" "A93.1 Sandfly fever" "A931" "A93.1 Sandfly fever"
"A932" "A93.2 Colorado tick fever" "A932" "A93.2 Colorado tick fever"
"A938" "A93.8 Other specified arthropod-borne viral fevers" "A938" "A93.8 Other specified arthropod-borne viral fevers"
"A94" "A94 Unspecified arthropod-borne viral fever" "A94" "A94 Unspecified arthropod-borne viral fever"
"A95" "A95 Yellow fever" "A95" "A95 Yellow fever"
"A950" "A95.0 Sylvatic yellow fever" "A950" "A95.0 Sylvatic yellow fever"
"A951" "A95.1 Urban yellow fever" "A951" "A95.1 Urban yellow fever"
"A959" "A95.9 Yellow fever, unspecified" "A959" "A95.9 Yellow fever, unspecified"
"A96" "A96 Arenaviral haemorrhagic fever" "A96" "A96 Arenaviral haemorrhagic fever"
"A960" "A96.0 Junin haemorrhagic fever" "A960" "A96.0 Junin haemorrhagic fever"
"A961" "A96.1 Machupo haemorrhagic fever" "A961" "A96.1 Machupo haemorrhagic fever"
"A962" "A96.2 Lassa fever" "A962" "A96.2 Lassa fever"
"A968" "A96.8 Other arenaviral haemorrhagic fevers" "A968" "A96.8 Other arenaviral haemorrhagic fevers"
"A969" "A96.9 Arenaviral haemorrhagic fever, unspecified" "A969" "A96.9 Arenaviral haemorrhagic fever, unspecified"
"A97" "A97 Dengue" "A97" "A97 Dengue"
"A970" "A97.0 Dengue without warning signs" "A970" "A97.0 Dengue without warning signs"
"A971" "A97.1 Dengue with warning signs" "A971" "A97.1 Dengue with warning signs"
"A972" "A97.2 Severe Dengue" "A972" "A97.2 Severe Dengue"
"A979" "A97.9 Dengue,  unspecified" "A979" "A97.9 Dengue,  unspecified"
"A98" "A98 Other viral haemorrhagic fevers, not elsewhere classified" "A98" "A98 Other viral haemorrhagic fevers, not elsewhere classified"
"A980" "A98.0 Crimean-Congo haemorrhagic fever" "A980" "A98.0 Crimean-Congo haemorrhagic fever"
"A981" "A98.1 Omsk haemorrhagic fever" "A981" "A98.1 Omsk haemorrhagic fever"
"A982" "A98.2 Kyasanur Forest disease" "A982" "A98.2 Kyasanur Forest disease"
"A983" "A98.3 Marburg virus disease" "A983" "A98.3 Marburg virus disease"
"A984" "A98.4 Ebola virus disease" "A984" "A98.4 Ebola virus disease"
"A985" "A98.5 Haemorrhagic fever with renal syndrome" "A985" "A98.5 Haemorrhagic fever with renal syndrome"
"A988" "A98.8 Other specified viral haemorrhagic fevers" "A988" "A98.8 Other specified viral haemorrhagic fevers"
"A99" "A99 Unspecified viral haemorrhagic fever" "A99" "A99 Unspecified viral haemorrhagic fever"
"B00" "B00 Herpesviral [herpes simplex] infections" "B00" "B00 Herpesviral [herpes simplex] infections"
"B000" "B00.0 Eczema herpeticum" "B000" "B00.0 Eczema herpeticum"
"B001" "B00.1 Herpesviral vesicular dermatitis" "B001" "B00.1 Herpesviral vesicular dermatitis"
"B002" "B00.2 Herpesviral gingivostomatitis and pharyngotonsillitis" "B002" "B00.2 Herpesviral gingivostomatitis and pharyngotonsillitis"
