"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"H15" "H15 Other exteriorisation of colon" "H15" "H15 Other exteriorisation of colon"
"H151" "H15.1 Loop colostomy" "H151" "H15.1 Loop colostomy"
"H152" "H15.2 End colostomy" "H152" "H15.2 End colostomy"
"H153" "H15.3 Refashioning of colostomy" "H153" "H15.3 Refashioning of colostomy"
"H154" "H15.4 Closure of colostomy" "H154" "H15.4 Closure of colostomy"
"H155" "H15.5 Dilation of colostomy" "H155" "H15.5 Dilation of colostomy"
"H156" "H15.6 Reduction of prolapse of colostomy" "H156" "H15.6 Reduction of prolapse of colostomy"
"H157" "H15.7 Percutaneous endoscopic sigmoid colostomy" "H157" "H15.7 Percutaneous endoscopic sigmoid colostomy"
"H158" "H15.8 Other specified other exteriorisation of colon" "H158" "H15.8 Other specified other exteriorisation of colon"
"H159" "H15.9 Unspecified other exteriorisation of colon" "H159" "H15.9 Unspecified other exteriorisation of colon"
"H16" "H16 Incision of colon" "H16" "H16 Incision of colon"
"H161" "H16.1 Drainage of colon" "H161" "H16.1 Drainage of colon"
"H162" "H16.2 Caecotomy" "H162" "H16.2 Caecotomy"
"H163" "H16.3 Colotomy" "H163" "H16.3 Colotomy"
"H168" "H16.8 Other specified incision of colon" "H168" "H16.8 Other specified incision of colon"
"H169" "H16.9 Unspecified incision of colon" "H169" "H16.9 Unspecified incision of colon"
"H17" "H17 Intra-abdominal manipulation of colon" "H17" "H17 Intra-abdominal manipulation of colon"
"H171" "H17.1 Open reduction of intussusception of colon" "H171" "H17.1 Open reduction of intussusception of colon"
"H172" "H17.2 Open reduction of volvulus of caecum" "H172" "H17.2 Open reduction of volvulus of caecum"
"H173" "H17.3 Open reduction of volvulus of sigmoid colon" "H173" "H17.3 Open reduction of volvulus of sigmoid colon"
"H174" "H17.4 Open reduction of volvulus of colon NEC" "H174" "H17.4 Open reduction of volvulus of colon NEC"
"H175" "H17.5 Open relief of strangulation of colon" "H175" "H17.5 Open relief of strangulation of colon"
"H176" "H17.6 Open relief of obstruction of colon NEC" "H176" "H17.6 Open relief of obstruction of colon NEC"
"H178" "H17.8 Other specified intra-abdominal manipulation of colon" "H178" "H17.8 Other specified intra-abdominal manipulation of colon"
"H179" "H17.9 Unspecified intra-abdominal manipulation of colon" "H179" "H17.9 Unspecified intra-abdominal manipulation of colon"
"H18" "H18 Open endoscopic operations on colon" "H18" "H18 Open endoscopic operations on colon"
"H181" "H18.1 Open colonoscopy" "H181" "H18.1 Open colonoscopy"
"H188" "H18.8 Other specified open endoscopic operations on colon" "H188" "H18.8 Other specified open endoscopic operations on colon"
"H189" "H18.9 Unspecified open endoscopic operations on colon" "H189" "H18.9 Unspecified open endoscopic operations on colon"
"H19" "H19 Other open operations on colon" "H19" "H19 Other open operations on colon"
"H191" "H19.1 Open biopsy of lesion of colon" "H191" "H19.1 Open biopsy of lesion of colon"
"H192" "H19.2 Fixation of colon" "H192" "H19.2 Fixation of colon"
"H193" "H19.3 Enterorrhaphy of colon" "H193" "H19.3 Enterorrhaphy of colon"
"H194" "H19.4 Open removal of foreign body from colon" "H194" "H19.4 Open removal of foreign body from colon"
"H198" "H19.8 Other specified other open operations on colon" "H198" "H19.8 Other specified other open operations on colon"
"H199" "H19.9 Unspecified other open operations on colon" "H199" "H19.9 Unspecified other open operations on colon"
"H20" "H20 Endoscopic extirpation of lesion of colon" "H20" "H20 Endoscopic extirpation of lesion of colon"
"H201" "H20.1 Fibreoptic endoscopic snare resection of lesion of colon" "H201" "H20.1 Fibreoptic endoscopic snare resection of lesion of colon"
"H202" "H20.2 Fibreoptic endoscopic cauterisation of lesion of colon" "H202" "H20.2 Fibreoptic endoscopic cauterisation of lesion of colon"
"H203" "H20.3 Fibreoptic endoscopic laser destruction of lesion of colon" "H203" "H20.3 Fibreoptic endoscopic laser destruction of lesion of colon"
"H204" "H20.4 Fibreoptic endoscopic destruction of lesion of colon NEC" "H204" "H20.4 Fibreoptic endoscopic destruction of lesion of colon NEC"
"H205" "H20.5 Fibreoptic endoscopic submucosal resection of lesion of colon" "H205" "H20.5 Fibreoptic endoscopic submucosal resection of lesion of colon"
"H206" "H20.6 Fibreoptic endoscopic resection of lesion of colon NEC" "H206" "H20.6 Fibreoptic endoscopic resection of lesion of colon NEC"
"H207" "H20.7 Fibreoptic endoscopic mucosal resection of lesion of colon" "H207" "H20.7 Fibreoptic endoscopic mucosal resection of lesion of colon"
"H208" "H20.8 Other specified endoscopic extirpation of lesion of colon" "H208" "H20.8 Other specified endoscopic extirpation of lesion of colon"
"H209" "H20.9 Unspecified endoscopic extirpation of lesion of colon" "H209" "H20.9 Unspecified endoscopic extirpation of lesion of colon"
"H21" "H21 Other therapeutic endoscopic operations on colon" "H21" "H21 Other therapeutic endoscopic operations on colon"
"H211" "H21.1 Fibreoptic endoscopic dilation of colon" "H211" "H21.1 Fibreoptic endoscopic dilation of colon"
"H212" "H21.2 Fibreoptic endoscopic coagulation of blood vessel of colon" "H212" "H21.2 Fibreoptic endoscopic coagulation of blood vessel of colon"
"H213" "H21.3 Fibreoptic endoscopic removal of foreign body from colon" "H213" "H21.3 Fibreoptic endoscopic removal of foreign body from colon"
"H214" "H21.4 Fibreoptic endoscopic insertion of expanding metal stent into colon" "H214" "H21.4 Fibreoptic endoscopic insertion of expanding metal stent into colon"
"H215" "H21.5 Fibreoptic endoscopic decompression of colon" "H215" "H21.5 Fibreoptic endoscopic decompression of colon"
"H218" "H21.8 Other specified other therapeutic endoscopic operations on colon" "H218" "H21.8 Other specified other therapeutic endoscopic operations on colon"
"H219" "H21.9 Unspecified other therapeutic endoscopic operations on colon" "H219" "H21.9 Unspecified other therapeutic endoscopic operations on colon"
"H22" "H22 Diagnostic endoscopic examination of colon" "H22" "H22 Diagnostic endoscopic examination of colon"
"H221" "H22.1 Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon" "H221" "H22.1 Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon"
"H228" "H22.8 Other specified diagnostic endoscopic examination of colon" "H228" "H22.8 Other specified diagnostic endoscopic examination of colon"
"H229" "H22.9 Unspecified diagnostic endoscopic examination of colon" "H229" "H22.9 Unspecified diagnostic endoscopic examination of colon"
"H23" "H23 Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope" "H23" "H23 Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope"
"H231" "H23.1 Endoscopic snare resection of lesion of lower bowel using fibreoptic sigmoidoscope" "H231" "H23.1 Endoscopic snare resection of lesion of lower bowel using fibreoptic sigmoidoscope"
"H232" "H23.2 Endoscopic cauterisation of lesion of lower bowel using fibreoptic sigmoidoscope" "H232" "H23.2 Endoscopic cauterisation of lesion of lower bowel using fibreoptic sigmoidoscope"
"H233" "H23.3 Endoscopic laser destruction of lesion of lower bowel using fibreoptic sigmoidoscope" "H233" "H23.3 Endoscopic laser destruction of lesion of lower bowel using fibreoptic sigmoidoscope"
"H234" "H23.4 Endoscopic destruction of lesion of lower bowel using fibreoptic sigmoidoscope NEC" "H234" "H23.4 Endoscopic destruction of lesion of lower bowel using fibreoptic sigmoidoscope NEC"
"H235" "H23.5 Endoscopic submucosal resection of lesion of lower bowel using fibreoptic sigmoidoscope" "H235" "H23.5 Endoscopic submucosal resection of lesion of lower bowel using fibreoptic sigmoidoscope"
"H236" "H23.6 Endoscopic resection of lesion of lower bowel using fibreoptic sigmoidoscope NEC" "H236" "H23.6 Endoscopic resection of lesion of lower bowel using fibreoptic sigmoidoscope NEC"
"H237" "H23.7 Endoscopic mucosal resection of lesion of lower bowel using fibreoptic sigmoidoscope" "H237" "H23.7 Endoscopic mucosal resection of lesion of lower bowel using fibreoptic sigmoidoscope"
"H238" "H23.8 Other specified endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope" "H238" "H23.8 Other specified endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope"
"H239" "H23.9 Unspecified endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope" "H239" "H23.9 Unspecified endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope"
"H24" "H24 Other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope" "H24" "H24 Other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope"
"H241" "H24.1 Endoscopic dilation of lower bowel using fibreoptic sigmoidoscope" "H241" "H24.1 Endoscopic dilation of lower bowel using fibreoptic sigmoidoscope"
"H242" "H24.2 Endoscopic coagulation of blood vessel of lower bowel using fibreoptic sigmoidoscope" "H242" "H24.2 Endoscopic coagulation of blood vessel of lower bowel using fibreoptic sigmoidoscope"
"H243" "H24.3 Endoscopic insertion of tubal prosthesis into lower bowel using fibreoptic sigmoidoscope" "H243" "H24.3 Endoscopic insertion of tubal prosthesis into lower bowel using fibreoptic sigmoidoscope"
"H244" "H24.4 Endoscopic insertion of expanding metal stent into lower bowel using fibreoptic sigmoidoscope" "H244" "H24.4 Endoscopic insertion of expanding metal stent into lower bowel using fibreoptic sigmoidoscope"
"H245" "H24.5 Endoscopic decompression of lower bowel using fibreoptic sigmoidoscope" "H245" "H24.5 Endoscopic decompression of lower bowel using fibreoptic sigmoidoscope"
"H248" "H24.8 Other specified other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope" "H248" "H24.8 Other specified other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope"
"H249" "H24.9 Unspecified other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope" "H249" "H24.9 Unspecified other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope"
"H25" "H25 Diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope" "H25" "H25 Diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope"
"H251" "H25.1 Diagnostic endoscopic examination of lower bowel and biopsy of lesion of lower bowel using fibreoptic sigmoidoscope" "H251" "H25.1 Diagnostic endoscopic examination of lower bowel and biopsy of lesion of lower bowel using fibreoptic sigmoidoscope"
"H252" "H25.2 Diagnostic endoscopic examination of lower bowel and sampling for bacterial overgrowth using fibreoptic sigmoidoscope" "H252" "H25.2 Diagnostic endoscopic examination of lower bowel and sampling for bacterial overgrowth using fibreoptic sigmoidoscope"
"H258" "H25.8 Other specified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope" "H258" "H25.8 Other specified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope"
"H259" "H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope" "H259" "H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope"
"H26" "H26 Endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope" "H26" "H26 Endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope"
"H261" "H26.1 Endoscopic snare resection of lesion of sigmoid colon using rigid sigmoidoscope" "H261" "H26.1 Endoscopic snare resection of lesion of sigmoid colon using rigid sigmoidoscope"
"H262" "H26.2 Endoscopic cauterisation of lesion of sigmoid colon using rigid sigmoidoscope" "H262" "H26.2 Endoscopic cauterisation of lesion of sigmoid colon using rigid sigmoidoscope"
"H263" "H26.3 Endoscopic laser destruction of lesion of sigmoid colon using rigid sigmoidoscope" "H263" "H26.3 Endoscopic laser destruction of lesion of sigmoid colon using rigid sigmoidoscope"
"H264" "H26.4 Endoscopic cryotherapy to lesion of sigmoid colon using rigid sigmoidoscope" "H264" "H26.4 Endoscopic cryotherapy to lesion of sigmoid colon using rigid sigmoidoscope"
"H265" "H26.5 Endoscopic destruction of lesion of sigmoid colon using rigid sigmoidoscope NEC" "H265" "H26.5 Endoscopic destruction of lesion of sigmoid colon using rigid sigmoidoscope NEC"
"H266" "H26.6 Endoscopic submucosal resection of lesion of sigmoid colon using rigid sigmoidoscope" "H266" "H26.6 Endoscopic submucosal resection of lesion of sigmoid colon using rigid sigmoidoscope"
"H267" "H26.7 Endoscopic resection of lesion of sigmoid colon using rigid sigmoidoscope NEC" "H267" "H26.7 Endoscopic resection of lesion of sigmoid colon using rigid sigmoidoscope NEC"
"H268" "H26.8 Other specified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope" "H268" "H26.8 Other specified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope"
"H269" "H26.9 Unspecified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope" "H269" "H26.9 Unspecified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope"
"H27" "H27 Other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope" "H27" "H27 Other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope"
"H271" "H27.1 Endoscopic dilation of sigmoid colon using rigid sigmoidoscope" "H271" "H27.1 Endoscopic dilation of sigmoid colon using rigid sigmoidoscope"
"H272" "H27.2 Endoscopic removal of foreign body from sigmoid colon using rigid sigmoidoscope" "H272" "H27.2 Endoscopic removal of foreign body from sigmoid colon using rigid sigmoidoscope"
"H273" "H27.3 Endoscopic insertion of tubal prosthesis into sigmoid colon using rigid sigmoidoscope" "H273" "H27.3 Endoscopic insertion of tubal prosthesis into sigmoid colon using rigid sigmoidoscope"
"H274" "H27.4 Endoscopic insertion of expanding metal stent into sigmoid colon using rigid sigmoidoscope" "H274" "H27.4 Endoscopic insertion of expanding metal stent into sigmoid colon using rigid sigmoidoscope"
"H275" "H27.5 Endoscopic decompression of sigmoid colon using rigid sigmoidoscope" "H275" "H27.5 Endoscopic decompression of sigmoid colon using rigid sigmoidoscope"
"H278" "H27.8 Other specified other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope" "H278" "H27.8 Other specified other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope"
"H279" "H27.9 Unspecified other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope" "H279" "H27.9 Unspecified other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope"
"H28" "H28 Diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope" "H28" "H28 Diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope"
"H281" "H28.1 Diagnostic endoscopic examination of sigmoid colon and biopsy of lesion of sigmoid colon using rigid sigmoidoscope" "H281" "H28.1 Diagnostic endoscopic examination of sigmoid colon and biopsy of lesion of sigmoid colon using rigid sigmoidoscope"
"H288" "H28.8 Other specified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope" "H288" "H28.8 Other specified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope"
"H289" "H28.9 Unspecified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope" "H289" "H28.9 Unspecified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope"
"H29" "H29 Subtotal excision of colon" "H29" "H29 Subtotal excision of colon"
"H291" "H29.1 Subtotal excision of colon and rectum and creation of colonic pouch and anastomosis of colon to anus" "H291" "H29.1 Subtotal excision of colon and rectum and creation of colonic pouch and anastomosis of colon to anus"
